"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.48953680036439e-20,0.759618655050407,0.266,0.159,3.29913416784289e-16,"1","Iscu"
3.04923077548958e-20,0.294402879295948,0.84,0.728,4.0408406236788e-16,"1","Limd2"
5.63024218145829e-20,0.803578896309009,0.274,0.168,7.46119693886852e-16,"1","Crebzf"
6.64901085898343e-20,0.706885234779224,0.329,0.215,8.81126919032485e-16,"1","Rtcb"
7.63051542976533e-20,0.70566815215671,0.299,0.186,1.0111959047525e-15,"1","Arfrp1"
8.91722217408684e-20,0.659249630722379,0.307,0.192,1.18171028250999e-15,"1","Mrpl34"
1.0064418884083e-19,0.442427101765094,0.622,0.491,1.33373679051868e-15,"1","Acp5"
1.01243050558713e-19,0.548188055261489,0.391,0.263,1.34167290600407e-15,"1","Vgll4"
1.10355757904207e-19,0.454337441780913,0.43,0.288,1.46243450374656e-15,"1","Psmd13"
1.1055317567389e-19,0.536672669083609,0.432,0.303,1.46505068403039e-15,"1","Snx10"
1.72717727495527e-19,0.750615958452098,0.284,0.176,2.28885532477073e-15,"1","Bcl2l11"
1.78771914760369e-19,0.777893992761216,0.259,0.155,2.3690854144044e-15,"1","Dpm2"
1.92772957968197e-19,0.703338191392715,0.34,0.227,2.55462723899455e-15,"1","Rassf1"
2.39134183327318e-19,0.385481881768194,0.668,0.541,3.16900619745362e-15,"1","H2-T22"
2.44041840995193e-19,0.433767471255781,0.459,0.315,3.2340424768683e-15,"1","Sdhb"
2.81343713135526e-19,0.483855260408603,0.428,0.292,3.72836688647199e-15,"1","U2af1"
3.740583012682e-19,0.508443629879259,0.466,0.336,4.95702060840618e-15,"1","Lax1"
3.79185984763469e-19,0.755156197680845,0.261,0.158,5.02497267008549e-15,"1","Actn1"
3.83373770246818e-19,0.600726807580028,0.34,0.22,5.08046920331083e-15,"1","Polr2g"
4.17934700396807e-19,0.740022287868578,0.261,0.157,5.53847064965849e-15,"1","Ppp1r2"
4.7858231733225e-19,0.437400588910204,0.628,0.512,6.34217286928698e-15,"1","Cst7"
